Num Training Releases,% Training,% Defective In Training,% Defective In Testing,Classifier,Balancing,Feature Selection,TP,FP,TN,FN,Precision,Recall,ROC Area,Kappa
18,0.8987161198288159,0.06666666666666667,0.09859154929577464,NaiveBayes,Undersampling,Yes,2,3,61,5,0.4,0.2857142857142857,0.8560267857142857,0.27365728900255776
19,0.9901129943502824,0.06990014265335236,0.5714285714285714,NaiveBayes,Undersampling,Yes,2,1,2,2,0.6666666666666666,0.5,0.6666666666666666,0.15999999999999995
20,0.9779005524861878,0.0748587570621469,0.1875,NaiveBayes,Undersampling,Yes,0,4,9,3,0.0,0.0,0.48717948717948717,-0.2727272727272727
3,0.270042194092827,0.015625,0.09248554913294797,IBk,Undersampling,Yes,1,40,117,15,0.024390243902439025,0.0625,0.40386146496815284,-0.11299567200842202
4,0.915057915057915,0.07172995780590717,0.13636363636363635,IBk,Undersampling,Yes,3,7,12,0,0.3,1.0,0.8157894736842105,0.31858407079646006
5,0.9847908745247148,0.07722007722007722,0.25,IBk,Undersampling,Yes,1,2,1,0,0.3333333333333333,1.0,0.6666666666666666,0.2
6,0.8945578231292517,0.07984790874524715,0.03225806451612903,IBk,Undersampling,Yes,0,10,20,1,0.0,0.0,0.3333333333333333,-0.06230529595015584
9,0.84251968503937,0.06853582554517133,0.016666666666666666,IBk,Undersampling,Yes,1,12,47,0,0.07692307692307693,1.0,0.8983050847457628,0.11547911547911584
10,0.8485523385300668,0.06036745406824147,0.16176470588235295,IBk,Undersampling,Yes,6,11,46,5,0.35294117647058826,0.5454545454545454,0.6762360446570973,0.2888888888888888
11,0.8944223107569721,0.0757238307349666,0.03773584905660377,IBk,Undersampling,Yes,1,21,30,1,0.045454545454545456,0.5,0.5441176470588235,0.01520270270270258
12,0.8730434782608696,0.07171314741035857,0.0136986301369863,IBk,Undersampling,Yes,0,20,52,1,0.0,0.0,0.3611111111111111,-0.026791694574682043
13,0.8730434782608696,0.07171314741035857,0.0136986301369863,IBk,Undersampling,Yes,0,20,52,1,0.0,0.0,0.3611111111111111,-0.026791694574682043
14,0.8730434782608696,0.07171314741035857,0.0136986301369863,IBk,Undersampling,Yes,0,20,52,1,0.0,0.0,0.3611111111111111,-0.026791694574682043
15,0.9214743589743589,0.06434782608695652,0.10204081632653061,IBk,Undersampling,Yes,3,20,24,2,0.13043478260869565,0.6,0.5727272727272728,0.05604203152364253
