Class,Buggy In Version
daffodil-runtime1/src/main/scala/edu/illinois/ncsa/daffodil/dpath/Conversions.scala,16
daffodil-runtime1/src/main/scala/edu/illinois/ncsa/daffodil/dpath/ConverterOps.scala,15
daffodil-runtime1/src/main/scala/edu/illinois/ncsa/daffodil/dpath/ConverterOps.scala,16
daffodil-runtime1/src/main/scala/edu/illinois/ncsa/daffodil/dpath/ConverterOps2.scala,15
daffodil-runtime1/src/main/scala/edu/illinois/ncsa/daffodil/dpath/ConverterOps2.scala,16
daffodil-runtime1/src/main/scala/edu/illinois/ncsa/daffodil/dpath/ConverterOps3.scala,15
daffodil-runtime1/src/main/scala/edu/illinois/ncsa/daffodil/dpath/ConverterOps3.scala,16
daffodil-runtime1/src/main/scala/edu/illinois/ncsa/daffodil/dpath/DFDLFunctions.scala,15
daffodil-runtime1/src/main/scala/edu/illinois/ncsa/daffodil/dpath/DFDLFunctions.scala,16
daffodil-runtime1/src/main/scala/edu/illinois/ncsa/daffodil/dpath/DPath.scala,15
daffodil-runtime1/src/main/scala/edu/illinois/ncsa/daffodil/dpath/DPath.scala,16
daffodil-runtime1/src/main/scala/edu/illinois/ncsa/daffodil/dpath/DPathRuntime.scala,15
daffodil-runtime1/src/main/scala/edu/illinois/ncsa/daffodil/dpath/DPathRuntime.scala,16
daffodil-runtime1/src/main/scala/edu/illinois/ncsa/daffodil/dpath/DState.scala,15
daffodil-runtime1/src/main/scala/edu/illinois/ncsa/daffodil/dpath/DState.scala,16
daffodil-runtime1/src/main/scala/edu/illinois/ncsa/daffodil/dpath/DateTimeConversions.scala,15
daffodil-runtime1/src/main/scala/edu/illinois/ncsa/daffodil/dpath/DateTimeConversions.scala,16
daffodil-runtime1/src/main/scala/edu/illinois/ncsa/daffodil/dpath/FNFunctions.scala,15
daffodil-runtime1/src/main/scala/edu/illinois/ncsa/daffodil/dpath/FNFunctions.scala,16
daffodil-runtime1/src/main/scala/edu/illinois/ncsa/daffodil/dpath/NodeInfo.scala,15
daffodil-runtime1/src/main/scala/edu/illinois/ncsa/daffodil/dpath/NodeInfo.scala,16
daffodil-runtime1/src/main/scala/edu/illinois/ncsa/daffodil/dpath/NumericOps.scala,15
daffodil-runtime1/src/main/scala/edu/illinois/ncsa/daffodil/dpath/NumericOps.scala,16
daffodil-runtime1/src/main/scala/edu/illinois/ncsa/daffodil/dpath/UpDownMoves.scala,15
daffodil-runtime1/src/main/scala/edu/illinois/ncsa/daffodil/dpath/UpDownMoves.scala,16
daffodil-runtime1/src/main/scala/edu/illinois/ncsa/daffodil/dpath/XSConstructors.scala,15
daffodil-runtime1/src/main/scala/edu/illinois/ncsa/daffodil/dpath/XSConstructors.scala,16
daffodil-runtime1/src/main/scala/edu/illinois/ncsa/daffodil/dpath/XSHexBinary.scala,15
daffodil-runtime1/src/main/scala/edu/illinois/ncsa/daffodil/dpath/XSHexBinary.scala,16
daffodil-runtime1/src/main/scala/edu/illinois/ncsa/daffodil/processors/PrimitivesDateTime1.scala,15
daffodil-runtime1/src/main/scala/edu/illinois/ncsa/daffodil/processors/PrimitivesDateTime1.scala,16
daffodil-core/src/main/scala/org/apache/daffodil/grammar/SequenceGrammarMixin.scala,15
daffodil-core/src/main/scala/org/apache/daffodil/grammar/SequenceGrammarMixin.scala,16
daffodil-core/src/main/scala/org/apache/daffodil/grammar/SequenceGrammarMixin.scala,17
daffodil-core/src/main/scala/org/apache/daffodil/grammar/SequenceGrammarMixin.scala,18
daffodil-core/src/main/scala/org/apache/daffodil/grammar/SequenceGrammarMixin.scala,19
daffodil-core/src/main/scala/org/apache/daffodil/grammar/SequenceGrammarMixin.scala,20
daffodil-core/src/main/scala/org/apache/daffodil/grammar/SequenceGrammarMixin.scala,21
daffodil-core/src/main/scala/org/apache/daffodil/grammar/SequenceGrammarMixin.scala,22
daffodil-core/src/main/scala/org/apache/daffodil/grammar/SequenceGrammarMixin.scala,23
daffodil-test/src/test/resources/org/apache/daffodil/section14/unordered_sequences/UnorderedSequences.tdml,15
daffodil-test/src/test/resources/org/apache/daffodil/section14/unordered_sequences/UnorderedSequences.tdml,16
daffodil-test/src/test/resources/org/apache/daffodil/section14/unordered_sequences/UnorderedSequences.tdml,17
daffodil-test/src/test/resources/org/apache/daffodil/section14/unordered_sequences/UnorderedSequences.tdml,18
daffodil-test/src/test/resources/org/apache/daffodil/section14/unordered_sequences/UnorderedSequences.tdml,19
daffodil-test/src/test/resources/org/apache/daffodil/section14/unordered_sequences/UnorderedSequences.tdml,20
daffodil-test/src/test/resources/org/apache/daffodil/section14/unordered_sequences/UnorderedSequences.tdml,21
daffodil-test/src/test/resources/org/apache/daffodil/section14/unordered_sequences/UnorderedSequences.tdml,22
daffodil-test/src/test/resources/org/apache/daffodil/section14/unordered_sequences/UnorderedSequences.tdml,23
daffodil-test/src/test/resources/org/apache/daffodil/section23/dfdl_functions/Functions.tdml,15
daffodil-test/src/test/resources/org/apache/daffodil/section23/dfdl_functions/Functions.tdml,16
daffodil-test/src/test/resources/org/apache/daffodil/section23/dfdl_functions/Functions.tdml,17
daffodil-test/src/test/resources/org/apache/daffodil/section23/dfdl_functions/Functions.tdml,18
daffodil-test/src/test/resources/org/apache/daffodil/section23/dfdl_functions/Functions.tdml,19
daffodil-test/src/test/resources/org/apache/daffodil/section23/dfdl_functions/Functions.tdml,20
daffodil-test/src/test/resources/org/apache/daffodil/section23/dfdl_functions/Functions.tdml,21
daffodil-test/src/test/resources/org/apache/daffodil/section23/dfdl_functions/Functions.tdml,22
daffodil-test/src/test/resources/org/apache/daffodil/section23/dfdl_functions/Functions.tdml,23
daffodil-test/src/test/scala/org/apache/daffodil/section14/unordered_sequences/TestUnorderedSequencesNew.scala,15
daffodil-test/src/test/scala/org/apache/daffodil/section14/unordered_sequences/TestUnorderedSequencesNew.scala,16
daffodil-test/src/test/scala/org/apache/daffodil/section14/unordered_sequences/TestUnorderedSequencesNew.scala,17
daffodil-test/src/test/scala/org/apache/daffodil/section14/unordered_sequences/TestUnorderedSequencesNew.scala,18
daffodil-test/src/test/scala/org/apache/daffodil/section14/unordered_sequences/TestUnorderedSequencesNew.scala,19
daffodil-test/src/test/scala/org/apache/daffodil/section14/unordered_sequences/TestUnorderedSequencesNew.scala,20
daffodil-test/src/test/scala/org/apache/daffodil/section14/unordered_sequences/TestUnorderedSequencesNew.scala,21
daffodil-test/src/test/scala/org/apache/daffodil/section14/unordered_sequences/TestUnorderedSequencesNew.scala,22
daffodil-test/src/test/scala/org/apache/daffodil/section14/unordered_sequences/TestUnorderedSequencesNew.scala,23
daffodil-test/src/test/scala/org/apache/daffodil/section23/dfdl_expressions/TestDFDLExpressions.scala,15
daffodil-test/src/test/scala/org/apache/daffodil/section23/dfdl_expressions/TestDFDLExpressions.scala,16
daffodil-test/src/test/scala/org/apache/daffodil/section23/dfdl_expressions/TestDFDLExpressions.scala,17
daffodil-test/src/test/scala/org/apache/daffodil/section23/dfdl_expressions/TestDFDLExpressions.scala,18
daffodil-test/src/test/scala/org/apache/daffodil/section23/dfdl_expressions/TestDFDLExpressions.scala,19
daffodil-test/src/test/scala/org/apache/daffodil/section23/dfdl_expressions/TestDFDLExpressions.scala,20
daffodil-test/src/test/scala/org/apache/daffodil/section23/dfdl_expressions/TestDFDLExpressions.scala,21
daffodil-test/src/test/scala/org/apache/daffodil/section23/dfdl_expressions/TestDFDLExpressions.scala,22
daffodil-test/src/test/scala/org/apache/daffodil/section23/dfdl_expressions/TestDFDLExpressions.scala,23
daffodil-test/src/test/resources/edu/illinois/ncsa/daffodil/section23/dfdl_functions/Functions.tdml,15
daffodil-test/src/test/resources/edu/illinois/ncsa/daffodil/section23/dfdl_functions/Functions.tdml,16
daffodil-test/src/test/scala-debug/edu/illinois/ncsa/daffodil/section23/dfdl_expressions/TestDFDLExpressionsDebug.scala,15
daffodil-test/src/test/scala-debug/edu/illinois/ncsa/daffodil/section23/dfdl_expressions/TestDFDLExpressionsDebug.scala,16
daffodil-test/src/test/scala/edu/illinois/ncsa/daffodil/section23/dfdl_expressions/TestDFDLExpressions.scala,15
daffodil-test/src/test/scala/edu/illinois/ncsa/daffodil/section23/dfdl_expressions/TestDFDLExpressions.scala,16
daffodil-test/src/test/scala-debug/edu/illinois/ncsa/daffodil/section23/dfdl_expressions/TestDFDLExpressionsDebug.scala,15
daffodil-test/src/test/scala-debug/edu/illinois/ncsa/daffodil/section23/dfdl_expressions/TestDFDLExpressionsDebug.scala,16
daffodil-test/src/test/scala/edu/illinois/ncsa/daffodil/section23/dfdl_expressions/TestDFDLExpressions.scala,15
daffodil-test/src/test/scala/edu/illinois/ncsa/daffodil/section23/dfdl_expressions/TestDFDLExpressions.scala,16
daffodil-core/src/main/scala/org/apache/daffodil/dsom/ChoiceGroup.scala,15
daffodil-core/src/main/scala/org/apache/daffodil/dsom/ChoiceGroup.scala,16
daffodil-core/src/main/scala/org/apache/daffodil/dsom/ChoiceGroup.scala,17
daffodil-core/src/main/scala/org/apache/daffodil/dsom/ChoiceGroup.scala,18
daffodil-core/src/main/scala/org/apache/daffodil/dsom/ChoiceGroup.scala,19
daffodil-core/src/main/scala/org/apache/daffodil/dsom/ChoiceGroup.scala,20
daffodil-core/src/main/scala/org/apache/daffodil/dsom/ChoiceGroup.scala,21
daffodil-core/src/main/scala/org/apache/daffodil/dsom/ChoiceGroup.scala,22
daffodil-core/src/main/scala/org/apache/daffodil/dsom/ElementBase.scala,15
daffodil-core/src/main/scala/org/apache/daffodil/dsom/ElementBase.scala,16
daffodil-core/src/main/scala/org/apache/daffodil/dsom/ElementBase.scala,17
daffodil-core/src/main/scala/org/apache/daffodil/dsom/ElementBase.scala,18
daffodil-core/src/main/scala/org/apache/daffodil/dsom/ElementBase.scala,19
daffodil-core/src/main/scala/org/apache/daffodil/dsom/ElementBase.scala,20
daffodil-core/src/main/scala/org/apache/daffodil/dsom/ElementBase.scala,21
daffodil-core/src/main/scala/org/apache/daffodil/dsom/ElementBase.scala,22
daffodil-core/src/main/scala/org/apache/daffodil/dsom/InitiatedTerminatedMixin.scala,15
daffodil-core/src/main/scala/org/apache/daffodil/dsom/InitiatedTerminatedMixin.scala,16
daffodil-core/src/main/scala/org/apache/daffodil/dsom/InitiatedTerminatedMixin.scala,17
daffodil-core/src/main/scala/org/apache/daffodil/dsom/InitiatedTerminatedMixin.scala,18
daffodil-core/src/main/scala/org/apache/daffodil/dsom/InitiatedTerminatedMixin.scala,19
daffodil-core/src/main/scala/org/apache/daffodil/dsom/InitiatedTerminatedMixin.scala,20
daffodil-core/src/main/scala/org/apache/daffodil/dsom/InitiatedTerminatedMixin.scala,21
daffodil-core/src/main/scala/org/apache/daffodil/dsom/InitiatedTerminatedMixin.scala,22
daffodil-core/src/main/scala/org/apache/daffodil/dsom/LocalElementMixin.scala,15
daffodil-core/src/main/scala/org/apache/daffodil/dsom/LocalElementMixin.scala,16
daffodil-core/src/main/scala/org/apache/daffodil/dsom/LocalElementMixin.scala,17
daffodil-core/src/main/scala/org/apache/daffodil/dsom/LocalElementMixin.scala,18
daffodil-core/src/main/scala/org/apache/daffodil/dsom/LocalElementMixin.scala,19
daffodil-core/src/main/scala/org/apache/daffodil/dsom/LocalElementMixin.scala,20
