@RELATION finalTableAVRO

@ATTRIBUTE releaseindex REAL
@ATTRIBUTE loc REAL
@ATTRIBUTE locthouched REAL
@ATTRIBUTE locadded REAL
@ATTRIBUTE maxlocadded REAL
@ATTRIBUTE averagelocadded REAL
@ATTRIBUTE numrevisions REAL
@ATTRIBUTE numauthors REAL
@ATTRIBUTE churn REAL
@ATTRIBUTE maxchurn REAL
@ATTRIBUTE averagechurn REAL
@ATTRIBUTE chgsetsize REAL
@ATTRIBUTE maxchgsetsize REAL
@ATTRIBUTE averagechgsetsize REAL
@ATTRIBUTE buggy {No,Yes}

@DATA
10,49,144,72,72,72.0,1,1,72,72,72.0,60,60,60.0,No
10,190,476,238,238,238.0,1,1,238,238,238.0,26,26,26.0,No
10,531,1324,662,662,662.0,1,1,662,662,662.0,26,26,26.0,No
10,322,902,451,451,451.0,1,1,451,451,451.0,300,300,300.0,No
10,326,136,40,20,10.0,4,2,12,11,3.0,59,19,14.75,No
10,94,332,166,166,166.0,1,1,166,166,166.0,26,26,26.0,No
10,31,88,0,0,0.0,1,1,-44,0,-44.0,60,60,60.0,No
10,278,800,0,0,0.0,1,1,-400,0,-400.0,60,60,60.0,No
10,92,254,0,0,0.0,1,1,-127,0,-127.0,60,60,60.0,No
10,274,76,30,21,15.0,2,2,22,21,11.0,35,19,17.5,No
10,65,182,91,91,91.0,1,1,91,91,91.0,300,300,300.0,No
10,308,226,79,70,39.5,2,2,45,44,22.5,35,19,17.5,No
10,424,70,19,19,19.0,1,1,3,3,3.0,16,16,16.0,No
10,160,4,1,1,1.0,1,1,0,0,0.0,11,11,11.0,No
10,1024,2538,1269,1269,1269.0,1,1,1269,1269,1269.0,26,26,26.0,No
10,101,60,20,18,10.0,2,2,10,10,5.0,22,11,11.0,No
10,133,72,21,21,21.0,1,1,6,6,6.0,11,11,11.0,No
10,1294,1494,580,215,48.333333333333336,12,2,413,213,34.416666666666664,98,19,8.166666666666666,No
10,161,16,4,4,4.0,1,1,0,0,0.0,19,19,19.0,No
11,149,10,3,3,3.0,1,1,1,1,1.0,10,10,10.0,No
11,26,62,31,31,31.0,1,1,31,31,31.0,67,67,67.0,No
11,129,262,131,131,131.0,1,1,131,131,131.0,67,67,67.0,No
11,107,240,120,120,120.0,1,1,120,120,120.0,67,67,67.0,No
11,165,380,188,186,94.0,2,1,186,186,93.0,80,67,40.0,Yes
11,30,72,36,36,36.0,1,1,36,36,36.0,67,67,67.0,No
11,119,260,130,130,130.0,1,1,130,130,130.0,67,67,67.0,No
11,421,910,455,455,455.0,1,1,455,455,455.0,67,67,67.0,No
11,183,412,206,206,206.0,1,1,206,206,206.0,67,67,67.0,No
11,30,72,36,36,36.0,1,1,36,36,36.0,67,67,67.0,No
11,377,878,438,425,219.0,2,1,437,425,218.5,17,11,8.5,No
11,254,598,299,299,299.0,1,1,299,299,299.0,67,67,67.0,No
11,26,62,31,31,31.0,1,1,31,31,31.0,67,67,67.0,No
11,93,208,104,104,104.0,1,1,104,104,104.0,67,67,67.0,No
11,29,88,39,34,19.5,2,1,34,34,17.0,80,67,40.0,No
11,23,56,28,28,28.0,1,1,28,28,28.0,67,67,67.0,No
11,1206,274,136,136,136.0,1,1,135,135,135.0,6,6,6.0,Yes
11,146,328,164,164,164.0,1,1,164,164,164.0,67,67,67.0,No
11,200,444,222,222,222.0,1,1,222,222,222.0,67,67,67.0,No
11,574,1494,703,645,351.5,2,1,659,645,329.5,80,67,40.0,No
11,75,176,88,88,88.0,1,1,88,88,88.0,67,67,67.0,No
11,94,42,11,11,11.0,1,1,1,1,1.0,13,13,13.0,No
11,286,650,325,325,325.0,1,1,325,325,325.0,67,67,67.0,No
11,94,218,109,109,109.0,1,1,109,109,109.0,67,67,67.0,No
11,74,16,2,2,2.0,1,1,-4,0,-4.0,13,13,13.0,No
11,122,274,137,137,137.0,1,1,137,137,137.0,67,67,67.0,No
11,45,106,53,53,53.0,1,1,53,53,53.0,67,67,67.0,No
11,160,328,163,162,81.5,2,1,162,162,81.0,80,67,40.0,No
11,109,248,123,122,61.5,2,1,122,122,61.0,80,67,40.0,Yes
11,196,446,219,212,109.5,2,1,215,212,107.5,80,67,40.0,No
11,144,332,166,166,166.0,1,1,166,166,166.0,67,67,67.0,No
11,249,552,276,276,276.0,1,1,276,276,276.0,67,67,67.0,No
11,97,222,111,111,111.0,1,1,111,111,111.0,67,67,67.0,No
11,45,106,53,53,53.0,1,1,53,53,53.0,67,67,67.0,No
11,45,108,54,54,54.0,1,1,54,54,54.0,67,67,67.0,No
11,267,612,306,306,306.0,1,1,306,306,306.0,67,67,67.0,No
11,583,1264,632,632,632.0,1,1,632,632,632.0,67,67,67.0,No
11,214,490,245,245,245.0,1,1,245,245,245.0,67,67,67.0,No
11,252,598,288,272,144.0,2,1,277,272,138.5,80,67,40.0,No
11,33,78,39,39,39.0,1,1,39,39,39.0,67,67,67.0,No
11,17,38,19,19,19.0,1,1,19,19,19.0,67,67,67.0,No
11,141,382,191,191,191.0,1,1,191,191,191.0,11,11,11.0,Yes
11,31,76,38,38,38.0,1,1,38,38,38.0,67,67,67.0,No
11,122,290,145,145,145.0,1,1,145,145,145.0,67,67,67.0,Yes
11,53,126,63,63,63.0,1,1,63,63,63.0,67,67,67.0,No
11,157,376,188,188,188.0,1,1,188,188,188.0,67,67,67.0,No
11,412,890,445,445,445.0,1,1,445,445,445.0,67,67,67.0,No
11,163,382,191,191,191.0,1,1,191,191,191.0,67,67,67.0,No
11,173,368,184,184,184.0,1,1,184,184,184.0,67,67,67.0,No
11,38,88,44,44,44.0,1,1,44,44,44.0,67,67,67.0,No
11,185,488,225,223,112.5,2,1,206,223,103.0,80,67,40.0,Yes
11,106,244,122,122,122.0,1,1,122,122,122.0,67,67,67.0,No
11,532,2,1,1,1.0,1,1,1,1,1.0,10,10,10.0,No
11,298,676,338,338,338.0,1,1,338,338,338.0,67,67,67.0,Yes
11,224,696,336,321,168.0,2,1,324,321,162.0,14,10,7.0,Yes
11,227,478,239,239,239.0,1,1,239,239,239.0,67,67,67.0,No
11,98,224,112,112,112.0,1,1,112,112,112.0,67,67,67.0,No
11,305,668,334,334,334.0,1,1,334,334,334.0,67,67,67.0,No
11,29,68,34,34,34.0,1,1,34,34,34.0,67,67,67.0,No
11,303,752,371,296,185.5,2,1,366,296,183.0,14,10,7.0,Yes
11,172,558,237,165,118.5,2,1,195,165,97.5,80,67,40.0,Yes
11,111,248,124,124,124.0,1,1,124,124,124.0,67,67,67.0,No
11,138,400,200,200,200.0,1,1,200,200,200.0,11,11,11.0,No
11,31,76,38,38,38.0,1,1,38,38,38.0,67,67,67.0,No
11,434,1066,533,533,533.0,1,1,533,533,533.0,11,11,11.0,Yes
11,153,314,156,155,78.0,2,1,155,155,77.5,80,67,40.0,No
11,166,380,190,190,190.0,1,1,190,190,190.0,67,67,67.0,No
11,41,100,50,50,50.0,1,1,50,50,50.0,67,67,67.0,No
12,59,192,96,96,96.0,1,1,96,96,96.0,64,64,64.0,No
12,298,792,396,396,396.0,1,1,396,396,396.0,64,64,64.0,No
12,182,2,1,1,1.0,1,1,1,1,1.0,64,64,64.0,No
12,291,8,2,2,2.0,1,1,0,0,0.0,64,64,64.0,No
12,379,1172,529,472,264.5,2,1,472,472,236.0,79,64,39.5,No
12,214,566,283,283,283.0,1,1,283,283,283.0,64,64,64.0,No
12,96,6,3,3,3.0,1,1,3,3,3.0,64,64,64.0,No
12,158,426,211,210,105.5,2,1,209,210,104.5,79,64,39.5,No
12,109,330,165,165,165.0,1,1,165,165,165.0,64,64,64.0,No
12,303,876,425,222,212.5,2,1,412,209,206.0,80,64,40.0,No
12,214,2,1,1,1.0,1,1,1,1,1.0,64,64,64.0,No
12,237,74,29,29,29.0,1,1,21,21,21.0,64,64,64.0,No
12,61,8,2,2,2.0,1,1,0,0,0.0,64,64,64.0,No
12,61,18,5,5,5.0,1,1,1,1,1.0,64,64,64.0,No
12,186,526,263,263,263.0,1,1,263,263,263.0,64,64,64.0,No
12,154,4,1,1,1.0,1,1,0,0,0.0,64,64,64.0,No
12,226,602,300,299,150.0,2,1,299,299,149.5,79,64,39.5,No
12,88,258,129,129,129.0,1,1,129,129,129.0,64,64,64.0,No
12,232,4,1,1,1.0,1,1,0,0,0.0,64,64,64.0,No
12,166,16,7,7,7.0,1,1,6,6,6.0,5,5,5.0,No
12,893,368,157,149,78.5,2,1,130,130,65.0,80,64,40.0,No
12,540,1524,756,751,378.0,2,1,750,751,375.0,79,64,39.5,No
12,53,162,81,81,81.0,1,1,81,81,81.0,5,5,5.0,No
12,984,372,71,71,71.0,1,1,-44,0,-44.0,64,64,64.0,No
12,307,796,398,398,398.0,1,1,398,398,398.0,64,64,64.0,No
12,294,12,3,3,3.0,1,1,0,0,0.0,64,64,64.0,No
12,509,68,26,26,26.0,1,1,18,18,18.0,64,64,64.0,No
12,144,6,3,3,3.0,1,1,3,3,3.0,7,7,7.0,No
12,158,80,40,40,40.0,1,1,40,40,40.0,5,5,5.0,Yes
12,904,2434,1213,1210,606.5,2,1,1209,1210,604.5,79,64,39.5,No
12,179,482,241,241,241.0,1,1,241,241,241.0,64,64,64.0,No
12,257,206,103,103,103.0,1,1,103,103,103.0,5,5,5.0,No
12,406,522,261,261,261.0,1,1,261,261,261.0,5,5,5.0,No
12,286,764,381,381,190.5,2,1,380,381,190.0,79,64,39.5,No
12,1003,2700,1344,1338,672.0,2,1,1338,1338,669.0,79,64,39.5,No
12,298,8,2,2,2.0,1,1,0,0,0.0,5,5,5.0,Yes
12,326,8,2,2,2.0,1,1,0,0,0.0,64,64,64.0,No
12,87,248,124,124,124.0,1,1,124,124,124.0,64,64,64.0,No
12,46,10,3,3,3.0,1,1,1,1,1.0,64,64,64.0,No
12,172,468,232,231,116.0,2,1,230,231,115.0,79,64,39.5,No
12,276,28,8,5,4.0,2,1,2,1,1.0,80,64,40.0,No
12,310,24,7,5,3.5,2,1,2,2,1.0,68,64,34.0,No
12,305,840,418,417,209.0,2,1,416,417,208.0,6,5,3.0,No
12,496,1382,687,684,343.5,2,1,683,684,341.5,79,64,39.5,No
12,424,4,1,1,1.0,1,1,0,0,0.0,64,64,64.0,No
12,157,424,211,210,105.5,2,1,210,210,105.0,79,64,39.5,No
12,163,44,14,14,14.0,1,1,6,6,6.0,4,4,4.0,No
12,164,506,253,253,253.0,1,1,253,253,253.0,64,64,64.0,No
12,102,2,1,1,1.0,1,1,1,1,1.0,64,64,64.0,No
12,1297,130,34,29,17.0,2,1,3,3,1.5,80,64,40.0,No
12,161,4,1,1,1.0,1,1,0,0,0.0,64,64,64.0,No
12,551,422,178,178,178.0,1,1,145,145,145.0,7,7,7.0,No
12,159,20,8,8,8.0,1,1,6,6,6.0,5,5,5.0,No
15,72,44,22,22,22.0,1,1,22,22,22.0,35,35,35.0,No
15,298,792,0,0,0.0,1,1,-396,0,-396.0,35,35,35.0,No
15,446,1220,610,610,610.0,1,1,610,610,610.0,300,300,300.0,No
15,31,4,1,1,1.0,1,1,0,0,0.0,300,300,300.0,No
15,74,698,35,35,35.0,1,1,-279,0,-279.0,35,35,35.0,No
15,560,564,249,219,124.5,2,1,216,219,108.0,39,35,19.5,No
15,214,566,0,0,0.0,1,1,-283,0,-283.0,35,35,35.0,No
15,30,102,51,51,51.0,1,1,51,51,51.0,300,300,300.0,No
15,65,50,17,17,17.0,1,1,9,9,9.0,300,300,300.0,No
15,2156,5796,2897,2895,965.6666666666666,3,1,2896,2895,965.3333333333334,39,35,13.0,No
15,123,12,0,0,0.0,1,1,-6,0,-6.0,5,5,5.0,No
15,34,88,44,26,22.0,2,2,44,26,22.0,84,53,42.0,No
15,303,104,26,18,13.0,2,1,0,0,0.0,39,35,19.5,No
15,46,126,63,45,31.5,2,2,63,45,31.5,84,53,42.0,No
15,44,124,62,62,62.0,1,1,62,62,62.0,300,300,300.0,No
15,336,834,417,417,417.0,1,1,417,417,417.0,8,8,8.0,No
15,75,600,44,44,44.0,1,1,-212,0,-212.0,35,35,35.0,No
15,226,588,294,294,294.0,1,1,294,294,294.0,35,35,35.0,No
15,285,648,111,108,55.5,2,1,-102,0,-51.0,18,13,9.0,No
15,245,130,30,30,30.0,1,1,-5,0,-5.0,300,300,300.0,No
15,356,94,26,26,26.0,1,1,5,5,5.0,300,300,300.0,No
15,278,4,1,1,1.0,1,1,0,0,0.0,300,300,300.0,No
15,255,28,7,7,7.0,1,1,0,0,0.0,300,300,300.0,No
15,191,464,232,232,232.0,1,1,232,232,232.0,300,300,300.0,No
15,1221,94,33,23,8.25,4,1,19,22,4.75,25,13,6.25,No
15,590,330,85,85,85.0,1,1,5,5,5.0,300,300,300.0,No
15,126,12,3,3,3.0,1,1,0,0,0.0,300,300,300.0,No
15,226,598,0,0,0.0,1,1,-299,0,-299.0,35,35,35.0,No
15,143,12,3,3,3.0,1,1,0,0,0.0,300,300,300.0,No
15,258,656,328,328,328.0,1,1,328,328,328.0,35,35,35.0,No
15,160,24,3,3,3.0,1,1,-6,0,-6.0,5,5,5.0,No
15,23,64,32,18,16.0,2,2,32,18,16.0,84,53,42.0,No
15,141,40,10,10,10.0,1,1,0,0,0.0,300,300,300.0,No
15,552,184,57,57,57.0,1,1,22,22,22.0,35,35,35.0,No
15,61,30,12,12,12.0,1,1,9,9,9.0,8,8,8.0,No
15,279,682,341,341,341.0,1,1,341,341,341.0,300,300,300.0,No
15,38,84,39,39,39.0,1,1,36,36,36.0,300,300,300.0,No
15,307,796,0,0,0.0,1,1,-398,0,-398.0,35,35,35.0,No
15,149,4,1,1,1.0,1,1,0,0,0.0,300,300,300.0,No
15,294,744,0,0,0.0,1,1,-372,0,-372.0,8,8,8.0,No
15,510,6,2,2,2.0,1,1,1,1,1.0,35,35,35.0,No
15,48,124,62,44,31.0,2,2,62,44,31.0,84,53,42.0,No
15,53,136,68,50,34.0,2,2,68,50,34.0,84,53,42.0,No
15,145,2,1,1,1.0,1,1,1,1,1.0,5,5,5.0,No
15,29,76,38,38,38.0,1,1,38,38,38.0,300,300,300.0,No
15,724,810,243,243,243.0,1,1,81,81,81.0,300,300,300.0,No
15,904,2418,0,0,0.0,1,1,-1209,0,-1209.0,35,35,35.0,No
15,179,482,0,0,0.0,1,1,-241,0,-241.0,35,35,35.0,No
15,90,120,56,56,56.0,1,1,52,52,52.0,300,300,300.0,No
15,190,20,5,5,5.0,1,1,0,0,0.0,13,13,13.0,No
15,634,16,5,5,5.0,1,1,2,2,2.0,13,13,13.0,No
15,286,8,2,2,2.0,1,1,0,0,0.0,35,35,35.0,No
15,1099,356,151,77,75.5,2,1,124,74,62.0,39,35,19.5,No
15,535,10,4,4,4.0,1,1,3,3,3.0,13,13,13.0,No
15,322,4,1,1,1.0,1,1,0,0,0.0,300,300,300.0,No
15,224,4,1,1,1.0,1,1,0,0,0.0,13,13,13.0,Yes
15,104,58,25,25,25.0,1,1,21,21,21.0,3,3,3.0,No
15,48,168,84,84,84.0,1,1,84,84,84.0,300,300,300.0,No
15,294,60,30,30,30.0,1,1,30,30,30.0,4,4,4.0,No
15,98,118,55,55,55.0,1,1,51,51,51.0,300,300,300.0,No
15,358,168,74,55,37.0,2,1,64,55,32.0,39,35,19.5,No
15,308,28,9,8,3.0,3,1,4,4,1.3333333333333333,47,35,15.666666666666666,No
15,2746,6868,3220,3220,3220.0,1,1,3006,3006,3006.0,35,35,35.0,No
15,1028,16,6,6,6.0,1,1,4,4,4.0,13,13,13.0,No
15,168,26,10,10,10.0,1,1,7,7,7.0,35,35,35.0,No
15,157,420,0,0,0.0,1,1,-210,0,-210.0,35,35,35.0,No
15,203,106,52,52,52.0,1,1,51,51,51.0,35,35,35.0,No
15,46,118,59,41,29.5,2,2,59,41,29.5,84,53,42.0,No
15,138,4,1,1,1.0,1,1,0,0,0.0,13,13,13.0,No
15,56,152,72,52,24.0,3,2,68,52,22.666666666666668,89,53,29.666666666666668,No
15,590,180,65,27,21.666666666666668,3,1,40,20,13.333333333333334,20,13,6.666666666666667,No
15,2459,6734,3367,3367,3367.0,1,1,3367,3367,3367.0,35,35,35.0,No
15,153,16,1,1,1.0,1,1,-6,0,-6.0,5,5,5.0,No
17,277,536,222,131,111.0,2,1,176,110,88.0,85,59,42.5,No
17,562,4,2,2,2.0,1,1,2,2,2.0,4,4,4.0,No
17,144,414,207,207,207.0,1,1,207,207,207.0,26,26,26.0,No
17,2157,22,6,4,3.0,2,1,1,1,0.5,11,7,5.5,No
17,31,26,9,9,9.0,1,1,5,5,5.0,26,26,26.0,No
17,295,652,326,326,326.0,1,1,326,326,326.0,26,26,26.0,No
17,306,932,466,466,466.0,1,1,466,466,466.0,9,9,9.0,No
17,212,8,1,1,1.0,1,1,-2,0,-2.0,7,7,7.0,No
17,234,8,2,2,2.0,1,1,0,0,0.0,59,59,59.0,No
17,218,664,219,213,109.5,2,1,106,108,53.0,85,59,42.5,No
17,61,2,1,1,1.0,1,1,1,1,1.0,59,59,59.0,No
17,56,8,2,2,2.0,1,1,0,0,0.0,59,59,59.0,No
17,50,136,68,68,68.0,1,1,68,68,68.0,4,4,4.0,Yes
17,1221,8,2,2,2.0,1,1,0,0,0.0,59,59,59.0,No
17,124,320,160,160,160.0,1,1,160,160,160.0,26,26,26.0,No
17,0,1112,0,0,0.0,2,1,-556,0,-278.0,30,26,15.0,No
17,151,52,16,16,16.0,1,1,6,6,6.0,59,59,59.0,No
17,0,146,0,0,0.0,2,1,-73,0,-36.5,30,26,15.0,No
17,117,324,162,162,162.0,1,1,162,162,162.0,9,9,9.0,No
17,135,158,55,55,55.0,1,1,31,31,31.0,5,5,5.0,No
17,428,24,5,5,5.0,1,1,-2,0,-2.0,59,59,59.0,No
17,552,8,2,2,2.0,1,1,0,0,0.0,7,7,7.0,No
17,71,72,24,13,8.0,3,1,12,6,4.0,17,9,5.666666666666667,No
17,437,1112,556,556,556.0,1,1,556,556,556.0,26,26,26.0,No
17,151,18,9,9,9.0,1,1,9,9,9.0,59,59,59.0,No
17,158,4,1,1,1.0,1,1,0,0,0.0,5,5,5.0,No
17,191,6,2,2,2.0,1,1,1,1,1.0,59,59,59.0,No
17,635,26,7,7,7.0,1,1,1,1,1.0,59,59,59.0,No
17,1091,48,8,8,8.0,1,1,-8,0,-8.0,7,7,7.0,Yes
17,535,16,4,4,4.0,1,1,0,0,0.0,59,59,59.0,No
17,186,10,3,3,3.0,1,1,1,1,1.0,5,5,5.0,No
17,299,2,1,1,1.0,1,1,1,1,1.0,5,5,5.0,No
17,224,8,2,2,2.0,1,1,0,0,0.0,59,59,59.0,Yes
17,867,40,11,11,11.0,1,1,2,2,2.0,59,59,59.0,No
17,306,52,22,22,22.0,1,1,18,18,18.0,6,6,6.0,No
17,452,368,156,131,39.0,4,1,128,116,32.0,31,9,7.75,No
17,87,198,57,57,57.0,1,1,15,15,15.0,26,26,26.0,No
17,139,336,168,150,84.0,2,2,168,150,84.0,28,26,14.0,No
17,315,54,17,13,5.666666666666667,3,1,7,6,2.3333333333333335,17,9,5.666666666666667,No
17,2746,24,6,6,6.0,1,1,0,0,0.0,7,7,7.0,No
17,170,44,13,10,6.5,2,1,4,6,2.0,16,9,8.0,Yes
17,506,1198,8,5,4.0,2,1,-583,0,-291.5,85,59,42.5,No
17,628,66,4,4,2.0,2,1,-25,3,-12.5,85,59,42.5,No
17,369,932,466,466,466.0,1,1,466,466,466.0,4,4,4.0,No
17,138,8,2,2,2.0,1,1,0,0,0.0,59,59,59.0,No
17,1296,302,78,78,78.0,1,1,5,5,5.0,7,7,7.0,No
17,592,8,3,3,3.0,1,1,2,2,2.0,59,59,59.0,No
17,2459,16,4,4,4.0,1,1,0,0,0.0,7,7,7.0,Yes
17,75,14,7,7,7.0,1,1,7,7,7.0,59,59,59.0,No
18,302,790,395,395,395.0,1,1,395,395,395.0,4,4,4.0,No
18,176,18,8,8,8.0,1,1,7,7,7.0,2,2,2.0,No
18,50,8,2,2,2.0,1,1,0,0,0.0,3,3,3.0,No
18,35,92,46,46,46.0,1,1,46,46,46.0,4,4,4.0,No
18,2470,30,13,13,13.0,1,1,11,11,11.0,4,4,4.0,No
18,1091,28,7,7,7.0,1,1,0,0,0.0,3,3,3.0,No
19,83,198,97,95,48.5,2,2,95,95,47.5,13,9,6.5,No
19,72,12,3,3,3.0,1,1,0,0,0.0,77,77,77.0,No
19,183,2,1,1,1.0,1,1,1,1,1.0,3,3,3.0,No
19,146,4,2,2,2.0,1,1,2,2,2.0,3,3,3.0,Yes
19,30,4,1,1,1.0,1,1,0,0,0.0,77,77,77.0,No
19,65,8,2,2,2.0,1,1,0,0,0.0,77,77,77.0,No
19,2169,702,182,182,182.0,1,1,13,13,13.0,77,77,77.0,No
19,158,8,2,2,2.0,1,1,0,0,0.0,77,77,77.0,No
19,127,16,6,6,6.0,1,1,4,4,4.0,9,9,9.0,No
19,109,40,10,10,10.0,1,1,0,0,0.0,77,77,77.0,No
19,52,124,52,52,52.0,1,1,42,42,42.0,17,17,17.0,No
19,296,58,15,13,5.0,3,1,1,1,0.3333333333333333,8,3,2.6666666666666665,Yes
19,614,924,449,445,224.5,2,1,436,436,218.0,3,2,1.5,No
19,308,4,2,2,2.0,1,1,2,2,2.0,2,2,2.0,Yes
19,219,22,10,10,10.0,1,1,9,9,9.0,77,77,77.0,No
19,226,4,1,1,1.0,1,1,0,0,0.0,77,77,77.0,No
19,336,20,5,5,5.0,1,1,0,0,0.0,77,77,77.0,No
19,245,16,4,4,4.0,1,1,0,0,0.0,77,77,77.0,No
19,95,146,61,61,61.0,1,1,49,49,49.0,6,6,6.0,No
19,234,4,1,1,1.0,1,1,0,0,0.0,17,17,17.0,No
19,356,12,3,3,3.0,1,1,0,0,0.0,77,77,77.0,No
19,244,206,69,69,69.0,1,1,35,35,35.0,17,17,17.0,Yes
19,62,14,4,4,4.0,1,1,1,1,1.0,77,77,77.0,No
19,186,72,18,18,18.0,1,1,0,0,0.0,77,77,77.0,No
19,4,2,0,0,0.0,1,1,-1,0,-1.0,77,77,77.0,No
19,590,44,11,11,11.0,1,1,0,0,0.0,77,77,77.0,No
19,146,4,1,1,1.0,1,1,0,0,0.0,9,9,9.0,No
19,33,4,0,0,0.0,1,1,-2,0,-2.0,77,77,77.0,No
19,89,54,14,13,7.0,2,1,1,1,0.5,81,77,40.5,No
19,118,268,134,134,134.0,1,1,134,134,134.0,9,9,9.0,No
19,258,4,1,1,1.0,1,1,0,0,0.0,77,77,77.0,No
19,232,4,1,1,1.0,1,1,0,0,0.0,77,77,77.0,No
19,49,146,73,73,73.0,1,1,73,73,73.0,4,4,4.0,No
19,897,116,32,25,10.666666666666666,3,1,6,5,2.0,83,77,27.666666666666668,No
19,301,22,5,5,5.0,1,1,-1,0,-1.0,77,77,77.0,No
19,564,112,34,34,34.0,1,1,12,12,12.0,77,77,77.0,No
19,267,8,2,2,2.0,1,1,0,0,0.0,9,9,9.0,No
19,984,152,38,38,38.0,1,1,0,0,0.0,77,77,77.0,No
19,144,330,164,145,82.0,2,2,163,145,81.5,16,9,8.0,No
19,206,118,11,11,11.0,1,1,-37,0,-37.0,17,17,17.0,Yes
19,509,14,3,3,3.0,1,1,-1,0,-1.0,77,77,77.0,No
19,165,34,17,17,17.0,1,1,17,17,17.0,17,17,17.0,Yes
19,1,0,0,0,0.0,1,1,0,0,0.0,54,54,54.0,No
19,728,16,6,6,6.0,1,1,4,4,4.0,77,77,77.0,No
19,286,16,4,4,4.0,1,1,0,0,0.0,77,77,77.0,No
19,1092,58,15,15,15.0,1,1,1,1,1.0,77,77,77.0,No
19,329,182,47,47,47.0,1,1,3,3,3.0,77,77,77.0,No
19,104,28,7,7,7.0,1,1,0,0,0.0,77,77,77.0,No
19,45,10,2,2,2.0,1,1,-1,0,-1.0,77,77,77.0,No
19,172,8,2,2,2.0,1,1,0,0,0.0,77,77,77.0,No
19,306,52,13,13,13.0,1,1,0,0,0.0,77,77,77.0,No
19,507,252,98,49,16.333333333333332,6,1,70,43,11.666666666666666,94,77,15.666666666666666,Yes
19,88,10,3,3,3.0,1,1,1,1,1.0,17,17,17.0,No
19,315,46,11,11,11.0,1,1,-1,0,-1.0,77,77,77.0,No
19,2746,536,134,134,134.0,1,1,0,0,0.0,77,77,77.0,No
19,238,512,256,256,256.0,1,1,256,256,256.0,9,9,9.0,No
19,1,0,0,0,0.0,1,1,0,0,0.0,54,54,54.0,No
19,390,184,29,29,29.0,1,1,-34,0,-34.0,77,77,77.0,No
19,174,8,1,1,1.0,1,1,-2,0,-2.0,77,77,77.0,No
19,628,4,1,1,1.0,1,1,0,0,0.0,17,17,17.0,No
19,203,64,16,16,16.0,1,1,0,0,0.0,77,77,77.0,No
19,101,2,0,0,0.0,1,1,-1,0,-1.0,77,77,77.0,No
19,133,8,2,2,2.0,1,1,0,0,0.0,77,77,77.0,No
19,367,20,4,4,4.0,1,1,-2,0,-2.0,77,77,77.0,No
19,1304,80,24,24,24.0,1,1,8,8,8.0,77,77,77.0,No
19,161,4,1,1,1.0,1,1,0,0,0.0,77,77,77.0,No
19,623,122,49,30,16.333333333333332,3,1,37,27,12.333333333333334,21,17,7.0,No
19,52,172,86,86,86.0,1,1,86,86,86.0,4,4,4.0,No
19,2469,686,171,171,171.0,1,1,-1,0,-1.0,77,77,77.0,No
19,75,4,1,1,1.0,1,1,0,0,0.0,17,17,17.0,No
19,154,6,2,2,2.0,1,1,1,1,1.0,9,9,9.0,No
20,304,44,12,12,12.0,1,1,2,2,2.0,4,4,4.0,Yes
20,185,44,21,21,21.0,1,1,20,20,20.0,3,3,3.0,No
20,195,94,45,45,45.0,1,1,43,43,43.0,3,3,3.0,No
20,112,330,165,165,165.0,1,1,165,165,165.0,3,3,3.0,Yes
20,227,16,6,6,6.0,1,1,4,4,4.0,4,4,4.0,No
20,310,8,4,4,4.0,1,1,4,4,4.0,3,3,3.0,Yes
20,520,118,40,24,13.333333333333334,3,1,21,17,7.0,9,3,3.0,Yes
21,277,4,1,1,1.0,1,1,0,0,0.0,3,3,3.0,No
21,85,70,28,27,14.0,2,1,21,20,10.5,7,5,3.5,No
21,529,48,19,17,9.5,2,1,14,13,7.0,6,3,3.0,Yes
21,316,2,1,1,1.0,1,1,1,1,1.0,5,5,5.0,No
21,2750,8,4,4,4.0,1,1,4,4,4.0,4,4,4.0,No
21,64,164,82,82,82.0,1,1,82,82,82.0,4,4,4.0,No
21,21,62,31,31,31.0,1,1,31,31,31.0,65,65,65.0,No
21,317,32,16,16,16.0,1,1,16,16,16.0,3,3,3.0,Yes
21,114,4,2,2,2.0,1,1,2,2,2.0,5,5,5.0,Yes
21,318,18,9,9,9.0,1,1,9,9,9.0,3,3,3.0,No
21,628,4,1,1,1.0,1,1,0,0,0.0,2,2,2.0,No
21,221,14,5,5,5.0,1,1,3,3,3.0,2,2,2.0,No
21,118,2,1,1,1.0,1,1,1,1,1.0,5,5,5.0,No
21,1307,10,4,4,4.0,1,1,3,3,3.0,3,3,3.0,No
21,625,4,2,2,2.0,1,1,2,2,2.0,3,3,3.0,No
21,290,14,7,7,7.0,1,1,7,7,7.0,2,2,2.0,No
22,898,2,1,1,1.0,1,1,1,1,1.0,2,2,2.0,No
22,116,4,2,2,2.0,1,1,2,2,2.0,3,3,3.0,No
22,614,12,3,3,3.0,1,1,0,0,0.0,3,3,3.0,No
22,529,8,2,2,2.0,1,1,0,0,0.0,3,3,3.0,No
22,2170,2,1,1,1.0,1,1,1,1,1.0,3,3,3.0,No
24,101,238,119,119,119.0,1,1,119,119,119.0,19,19,19.0,No
24,46,112,56,56,56.0,1,1,56,56,56.0,19,19,19.0,No
24,88,16,6,6,6.0,1,1,4,4,4.0,11,11,11.0,No
24,38,92,46,46,46.0,1,1,46,46,46.0,19,19,19.0,No
