Num Training Releases,% Training,% Defective In Training,% Defective In Testing,Classifier,Balancing,Feature Selection,TP,FP,TN,FN,Precision,Recall,ROC Area,Kappa
1,0.8615819209039548,0.034972677595628415,0.29931972789115646,RandomForest,None,None,0,0,103,44,NaN,0.0,0.5315533980582524,0.0
2,0.7103678929765886,0.07156308851224105,0.12471131639722864,RandomForest,None,None,3,17,362,51,0.15,0.05555555555555555,0.6847698622104954,0.014657653436851418
1,0.8615819209039548,0.034972677595628415,0.29931972789115646,NaiveBayes,None,None,3,9,94,41,0.25,0.06818181818181818,0.580648720211827,-0.024247491638796137
2,0.7103678929765886,0.07156308851224105,0.12471131639722864,NaiveBayes,None,None,30,200,179,24,0.13043478260869565,0.5555555555555556,0.6369099970683084,0.011617005665837916
1,0.8615819209039548,0.034972677595628415,0.29931972789115646,IBk,None,None,3,0,103,41,1.0,0.06818181818181818,0.5220653133274492,0.09300225733634335
2,0.7103678929765886,0.07156308851224105,0.12471131639722864,IBk,None,None,10,39,340,44,0.20408163265306123,0.18518518518518517,0.5454412195836998,0.0856844836797521
1,0.8615819209039548,0.034972677595628415,0.29931972789115646,RandomForest,None,Yes,0,0,103,44,NaN,0.0,0.49503530450132394,0.0
2,0.7103678929765886,0.07156308851224105,0.12471131639722864,RandomForest,None,Yes,10,37,342,44,0.2127659574468085,0.18518518518518517,0.6639548519495749,0.09271283338075885
1,0.8615819209039548,0.034972677595628415,0.29931972789115646,NaiveBayes,None,Yes,4,2,101,40,0.6666666666666666,0.09090909090909091,0.5818623124448368,0.09498680738786285
2,0.7103678929765886,0.07156308851224105,0.12471131639722864,NaiveBayes,None,Yes,21,48,331,33,0.30434782608695654,0.3888888888888889,0.7225153913808268,0.23433099744580513
1,0.8615819209039548,0.034972677595628415,0.29931972789115646,IBk,None,Yes,6,1,102,38,0.8571428571428571,0.13636363636363635,0.5230582524271845,0.16683621566632773
2,0.7103678929765886,0.07156308851224105,0.12471131639722864,IBk,None,Yes,13,33,346,41,0.2826086956521739,0.24074074074074073,0.6664956513241473,0.16409266409266382
1,0.8615819209039548,0.034972677595628415,0.29931972789115646,RandomForest,Oversampling,None,0,0,103,44,NaN,0.0,0.6472859664607238,0.0
2,0.7103678929765886,0.07156308851224105,0.12471131639722864,RandomForest,Oversampling,None,45,141,238,9,0.24193548387096775,0.8333333333333334,0.7998143261995505,0.22523618665903233
1,0.8615819209039548,0.034972677595628415,0.29931972789115646,NaiveBayes,Oversampling,None,0,0,103,44,NaN,0.0,0.5310017652250661,0.0
2,0.7103678929765886,0.07156308851224105,0.12471131639722864,NaiveBayes,Oversampling,None,41,98,281,13,0.2949640287769784,0.7592592592592593,0.8507524675070849,0.2989337339731901
1,0.8615819209039548,0.034972677595628415,0.29931972789115646,IBk,Oversampling,None,0,0,103,44,NaN,0.0,0.5,0.0
2,0.7103678929765886,0.07156308851224105,0.12471131639722864,IBk,Oversampling,None,47,227,152,7,0.17153284671532848,0.8703703703703703,0.6840858008404183,0.09881528390493816
1,0.8615819209039548,0.034972677595628415,0.29931972789115646,RandomForest,Undersampling,None,0,0,103,44,NaN,0.0,0.6264342453662842,0.0
2,0.7103678929765886,0.07156308851224105,0.12471131639722864,RandomForest,Undersampling,None,42,196,183,12,0.17647058823529413,0.7777777777777778,0.6671797126942246,0.10590477703212484
1,0.8615819209039548,0.034972677595628415,0.29931972789115646,NaiveBayes,Undersampling,None,7,16,87,37,0.30434782608695654,0.1590909090909091,0.6223521624007061,0.0043450479233227285
2,0.7103678929765886,0.07156308851224105,0.12471131639722864,NaiveBayes,Undersampling,None,50,370,9,4,0.11904761904761904,0.9259259259259259,0.45035668914296884,-0.012884502320461335
1,0.8615819209039548,0.034972677595628415,0.29931972789115646,IBk,Undersampling,None,7,3,100,37,0.7,0.1590909090909091,0.5649823477493381,0.16690280532728818
2,0.7103678929765886,0.07156308851224105,0.12471131639722864,IBk,Undersampling,None,38,162,217,16,0.19,0.7037037037037037,0.6381315352291606,0.12794460410490832
1,0.8615819209039548,0.034972677595628415,0.29931972789115646,RandomForest,SMOTE,None,0,0,103,44,NaN,0.0,0.5601279788172993,0.0
2,0.7103678929765886,0.07156308851224105,0.12471131639722864,RandomForest,SMOTE,None,7,22,357,47,0.2413793103448276,0.12962962962962962,0.6750708492133294,0.08931020818727717
1,0.8615819209039548,0.034972677595628415,0.29931972789115646,NaiveBayes,SMOTE,None,1,4,99,43,0.2,0.022727272727272728,0.6058031774051191,-0.02158805263936137
2,0.7103678929765886,0.07156308851224105,0.12471131639722864,NaiveBayes,SMOTE,None,43,219,160,11,0.16412213740458015,0.7962962962962963,0.6305091371054432,0.08239044705708913
1,0.8615819209039548,0.034972677595628415,0.29931972789115646,IBk,SMOTE,None,3,0,103,41,1.0,0.06818181818181818,0.5220653133274492,0.09300225733634335
2,0.7103678929765886,0.07156308851224105,0.12471131639722864,IBk,SMOTE,None,14,57,322,40,0.19718309859154928,0.25925925925925924,0.5583406625622984,0.09591665411025249
1,0.8615819209039548,0.034972677595628415,0.29931972789115646,RandomForest,Oversampling,Yes,0,0,103,44,NaN,0.0,0.4276257722859665,0.0
2,0.7103678929765886,0.07156308851224105,0.12471131639722864,RandomForest,Oversampling,Yes,34,226,153,20,0.13076923076923078,0.6296296296296297,0.6370321508843936,0.012643443762629571
1,0.8615819209039548,0.034972677595628415,0.29931972789115646,NaiveBayes,Oversampling,Yes,0,0,103,44,NaN,0.0,0.48742277140335394,0.0
