Release Index,File,LOC,LOC Thouched,LOC Added,MAX LOC Added,Num Revisions,Num Authors,Churn,MAX Churn,ChgSet Size,Max ChgSetSize,Buggy,Num Bugs
1,daffodil/bin/daffodil/processors/VariableMap$$anonfun$setVariable$1.class,15,0,0,0,2,2,0,0,600,300,No,0
1,daffodil/sub-projects/core/libsrc/jing-20081028/lib/xhtml/xhtml-strict.rng,33,72,36,36,1,1,36,36,241,241,No,0
1,daffodil/sub-projects/core/src/daffodil/WgTestCases.scala,48,0,0,0,1,1,0,0,300,300,No,0
1,daffodil/sub-projects/daffodil-lib/bin/daffodil/util/TestSerializationAndLazy.class,30,0,0,0,2,1,0,0,58,33,No,0
1,daffodil/sub-projects/core/libsrc/jing-20081028/doc/api/jing/com/thaiopensource/validate/OptionArgumentException.html,224,510,255,255,1,1,255,255,241,241,No,0
1,daffodil/sub-projects/daffodil-lib/lib/xerces-2.11.0/xercesImpl.jar,11522,0,0,0,2,2,0,0,49,36,No,0
1,daffodil/bin/daffodil/processors/EndOfStreamFound.class,44,0,0,0,2,2,0,0,600,300,No,0
1,daffodil/bin/daffodil/processors/input/text/BooleanTextProcessor$$anonfun$makeIntoBoolean$5.class,13,0,0,0,2,2,0,0,600,300,No,0
1,daffodil/sub-projects/core/libsrc/jing-20081028/lib/xhtml/modules/param.rng,30,66,33,33,1,1,33,33,241,241,No,0
1,daffodil/bin/daffodil/exceptions/DFDLDisallowConstructException$.class,7,0,0,0,2,2,0,0,600,300,No,0
1,daffodil/sub-projects/core/libsrc/jing-20081028/doc/api/jing/stylesheet.css,21,58,29,29,1,1,29,29,241,241,No,0
1,daffodil/test-suite/ibm-contributed/dpanum.dfdl.xsd,66,156,78,78,1,1,78,78,44,44,No,0
1,daffodil/doc/DFDL-Schema-Object-Model/exports/SchemaDocumentHighlights.png,123,0,0,0,1,1,0,0,6,6,No,0
1,daffodil/srcTest/daffodil/parser/test/unit/Runner.scala,4,4,1,1,1,1,0,0,16,16,No,0
1,daffodil/sub-projects/core/test/AB.xsd,27,128,0,0,2,2,-64,0,156,80,No,0
1,daffodil/sub-projects/core/libsrc/jing-20081028/lib/mns.rng,217,434,217,217,1,1,217,217,241,241,No,0
1,daffodil/sub-projects/core/src/daffodil/parser/RollbackStream.scala,131,0,0,0,1,1,0,0,300,300,No,0
1,daffodil/sub-projects/core/srcTest/daffodil/grammar/TestGrammar.scala,132,506,219,181,4,2,185,181,122,53,No,0
1,daffodil/sub-projects/core/src/xsd/AK.dfdl.xsd,78,166,0,0,3,2,-83,0,197,80,No,0
1,daffodil/bin/daffodil/processors/input/text/TextProcessor$$anonfun$17.class,12,0,0,0,2,2,0,0,600,300,No,0
1,daffodil/sub-projects/core/libsrc/jing-20081028/doc/api/jing/com/thaiopensource/validate/xerces/package-frame.html,25,64,32,32,1,1,32,32,241,241,No,0
1,daffodil/bin/daffodil/processors/internal/Discriminator.class,58,0,0,0,1,1,0,0,300,300,No,0
1,daffodil/sub-projects/core/doc/design-notes/exports/daffodil.html_files/icons/gohome.png,11,0,0,0,1,1,0,0,137,137,No,0
1,daffodil/sub-projects/core/test/AF002.xml,8,22,7,7,1,1,3,3,53,53,No,0
1,daffodil/sub-projects/daffodil-lib/bin/daffodil/exceptions/Assert$$anonfun$invariant$1.class,7,0,0,0,2,1,0,0,58,33,No,0
1,daffodil/bin/daffodil/processors/VariableMap.class,69,0,0,0,2,2,0,0,600,300,No,0
1,daffodil/bin/daffodil/BuildNumber$.class,9,0,0,0,2,2,0,0,600,300,No,0
1,daffodil/srcTest/daffodil/processors/test/unit/XPathUtilTest.scala,111,44,14,14,1,1,6,6,16,16,No,0
1,daffodil/sub-projects/core/doc/design-notes/exports/daffodil.html_files/icons/xmag.png,13,0,0,0,1,1,0,0,137,137,No,0
1,daffodil/sub-projects/core/libsrc/jing-20081028/doc/api/jing/allclasses-frame.html,160,334,167,167,1,1,167,167,241,241,No,0
1,daffodil/sub-projects/core/doc/design-notes/exports/daffodil.html_files/icons/button_ok.png,12,0,0,0,1,1,0,0,137,137,No,0
1,daffodil/bin/daffodil/processors/VariableRead.class,25,0,0,0,2,2,0,0,600,300,No,0
1,daffodil/sub-projects/core/srcTest/daffodil/processors/test/unit/TextProcessorTest.scala,61,12,3,3,2,1,0,0,323,300,No,0
1,daffodil/bin/daffodil/processors/input/InputExpressionProcessor.class,116,0,0,0,2,2,0,0,600,300,No,0
1,daffodil/src/daffodil/schema/ReferenceNode.scala,61,10,2,2,1,1,-1,0,136,136,No,0
1,daffodil/sub-projects/daffodil-lib/src/xsd/datatypes.dtd,189,406,203,203,1,1,203,203,137,137,No,0
1,daffodil/sub-projects/core/libsrc/jing-20081028/sample/datatype/build.xml,17,44,22,22,1,1,22,22,241,241,No,0
1,daffodil/sub-projects/core/libsrc/jing-20081028/doc/api/jing/com/thaiopensource/xml/sax/ErrorHandlerImpl.html,351,800,400,400,1,1,400,400,241,241,No,0
1,daffodil/sub-projects/core/test/AU.xsd,29,136,0,0,2,2,-68,0,156,80,No,0
1,daffodil/sub-projects/core/src/xsd/AZ.dfdl.xml,26,0,0,0,1,1,0,0,300,300,No,0
1,daffodil/bin/daffodil/processors/TerminatorFound$.class,23,0,0,0,2,2,0,0,600,300,No,0
1,daffodil/srcTest/daffodil/parser/RollbackStreamUniTest.scala,326,774,387,387,1,1,387,387,16,16,No,0
1,daffodil/test/AU000.xml,11,8,2,2,1,1,0,0,136,136,No,0
1,daffodil/MCL/GKS 6 Objects and Scenes,219,0,0,0,1,1,0,0,300,300,No,0
1,daffodil/sub-projects/core/doc/design-notes/exports/daffodil.html_files/icons/desktop_new.png,13,0,0,0,1,1,0,0,137,137,No,0
1,daffodil/sub-projects/core/src/xsd/AU.dfdl.xml,29,0,0,0,1,1,0,0,300,300,No,0
1,daffodil/bin/daffodil/processors/VariableAtom.class,21,0,0,0,2,2,0,0,600,300,No,0
1,daffodil/sub-projects/core/libsrc/jing-20081028/lib/xhtml/modules/pres.rng,88,214,107,107,1,1,107,107,241,241,No,0
1,daffodil/src/daffodil/schema/Choice.scala,82,6,2,2,1,1,1,1,136,136,No,0
1,daffodil/sub-projects/core/srcTest/daffodil/parser/test/unit/AnnotationParserTest.scala,118,0,0,0,1,1,0,0,300,300,No,0
1,daffodil/sub-projects/core/examples/example1-simple binary/shortSchema.xsd,20,0,0,0,1,1,0,0,300,300,No,0
1,daffodil/test/BE.xsd,18,4,1,1,1,1,0,0,136,136,No,0
1,daffodil/MCL/GKS 5 3d shaded polygons,670,0,0,0,1,1,0,0,300,300,No,0
1,daffodil/test-suite/ibm-contributed/dpaextdeltxt101.dfdl.xsd,85,202,101,101,1,1,101,101,44,44,No,0
1,daffodil/bin/daffodil/arguments/ArgumentValue.class,9,0,0,0,2,2,0,0,600,300,No,0
1,daffodil/sub-projects/core/src/xsd/BG.dfdl.xml,43,0,0,0,1,1,0,0,300,300,No,0
1,daffodil/bin/daffodil/processors/ProcessorFactory$$anonfun$9.class,11,0,0,0,2,2,0,0,600,300,No,0
1,daffodil/sub-projects/core/doc/design-notes/exports/daffodil.html_files/icons/closed.png,15,0,0,0,1,1,0,0,137,137,No,0
1,daffodil/sub-projects/core/src/daffodil/processors/internal/DefineVariable.scala,63,0,0,0,1,1,0,0,300,300,No,0
1,daffodil/sub-projects/core/test/second.xsd,8,16,8,8,1,1,8,8,11,11,No,0
1,daffodil/sub-projects/core/libsrc/jing-20081028/lib/xhtml/modules/link.rng,52,112,56,56,1,1,56,56,241,241,No,0
1,daffodil/bin/daffodil/processors/input/text/TextProcessor$$anonfun$12.class,13,0,0,0,2,2,0,0,600,300,No,0
1,daffodil/sub-projects/core/doc/design-notes/exports/daffodil.html_files/freemind2html.css,52,152,76,76,1,1,76,76,137,137,No,0
1,daffodil/sub-projects/core/srcTest/daffodil/util/TestListUtils.scala,51,132,66,66,1,1,66,66,10,10,No,0
1,daffodil/sub-projects/core/examples/example2-simple text/input1.txt,1,0,0,0,1,1,0,0,300,300,No,0
1,daffodil/src/xsd/AG.dfdl.xml,47,112,55,54,2,1,54,54,75,42,No,0
1,daffodil/bin/daffodil/processors/VariableMap$$anonfun$listVariables$1.class,12,0,0,0,2,2,0,0,600,300,No,0
1,daffodil/sub-projects/core/examples/example2-simple text/desiredOutput1.xml,6,0,0,0,1,1,0,0,300,300,No,0
1,daffodil/test/BF000.xml,12,36,9,9,1,1,0,0,136,136,No,0
1,daffodil/sub-projects/core/libsrc/jing-20081028/lib/xhtml/modules/object.rng,78,164,82,82,1,1,82,82,241,241,No,0
1,daffodil/sub-projects/core/src/xsd/AZ.dfdl.xsd,26,64,0,0,3,2,-32,0,197,80,No,0
1,daffodil/bin/daffodil/processors/internal/InternalProcessor.class,13,0,0,0,1,1,0,0,300,300,No,0
1,daffodil/sub-projects/core/libsrc/jing-20081028/doc/jing-other.html,61,150,75,75,1,1,75,75,241,241,No,0
1,daffodil/sub-projects/core/doc/design-notes/exports/daffodil.html_files/plus.png,4,0,0,0,1,1,0,0,137,137,No,0
1,daffodil/src/daffodil/xml/Namespaces.scala,141,38,18,18,1,1,17,17,136,136,No,0
1,daffodil/sub-projects/core/src/daffodil/processors/internal/InternalProcessor.scala,43,0,0,0,1,1,0,0,300,300,No,0
1,daffodil/sub-projects/core/srcTest/daffodil/processors/input/SaxonWorkingTest.scala,95,0,0,0,1,1,0,0,300,300,No,0
1,daffodil/sub-projects/core/libsrc/jing-20081028/doc/api/jing/com/thaiopensource/validate/SchemaReader.html,246,562,281,281,1,1,281,281,241,241,No,0
1,daffodil/sub-projects/core/src/daffodil/schema/annotation/Discrimination.scala,33,0,0,0,1,1,0,0,300,300,No,0
1,daffodil/src/daffodil/util/GrowableByteBuffer.scala,85,212,106,106,1,1,106,106,12,12,No,0
1,daffodil/build-common.ant,123,324,156,151,3,1,150,151,27,17,No,0
1,daffodil/sub-projects/core/doc/DFDL-Schema-Object-Model/exports/PropertyScoping.png,170,0,0,0,1,1,0,0,8,8,No,0
1,daffodil/src-unused/daffodil/xml/CompressableText.scala,60,0,0,0,1,1,0,0,136,136,No,0
1,daffodil/test/AZ000.xml,5,16,4,4,1,1,0,0,136,136,No,0
1,daffodil/bin/daffodil/exceptions/ElementNotValidException$.class,6,0,0,0,2,2,0,0,600,300,No,0
1,daffodil/sub-projects/core/test/AT.dfdl.xsd,105,240,120,120,1,1,120,120,137,137,No,0
1,daffodil/sub-projects/core/libsrc/jing-20081028/lib/xhtml/modules/form.rng,189,418,209,209,1,1,209,209,241,241,No,0
1,daffodil/sub-projects/daffodil-lib/src/daffodil/schema/annotation/props/Properties.scala,220,524,251,228,7,4,240,228,290,241,No,0
1,daffodil/test-suite/ibm-contributed/dpadeloneini_01.dfdl.xsd,71,168,84,84,1,1,84,84,44,44,No,0
1,daffodil/sub-projects/core/src/daffodil/processors/input/text/CalendarTextProcessor.scala,111,0,0,0,1,1,0,0,300,300,No,0
1,daffodil/sub-projects/core/src/xsd/AO.dfdl.xml,50,0,0,0,1,1,0,0,300,300,No,0
1,daffodil/sub-projects/core/libsrc/jing-20081028/lib/xhtml/modules/applet.rng,43,94,47,47,1,1,47,47,241,241,No,0
1,daffodil/bin/daffodil/exceptions/ExpressionDefinitionException$.class,7,0,0,0,2,2,0,0,600,300,No,0
1,daffodil/sub-projects/core/libsrc/jing-20081028/lib/relaxng.rng,318,668,334,334,1,1,334,334,241,241,No,0
1,daffodil/.idea/inspectionProfiles/profiles_settings.xml,7,14,7,7,1,1,7,7,300,300,No,0
1,daffodil/sub-projects/core/test/AZ.dfdl.xsd,28,68,34,32,2,2,34,32,190,137,No,0
1,daffodil/sub-projects/core/libsrc/jing-20081028/lib/nrl.rng,237,474,237,237,1,1,237,237,241,241,No,0
1,daffodil/sub-projects/core/libsrc/jing-20081028/lib/relaxng.rnc,48,128,64,64,1,1,64,64,241,241,No,0
1,daffodil/bin/daffodil/processors/ProcessorFactory$$anonfun$13.class,10,0,0,0,2,2,0,0,600,300,No,0
1,daffodil/bin/daffodil/parser/RollbackStream$$anonfun$read$1.class,18,0,0,0,2,2,0,0,600,300,No,0
1,daffodil/sub-projects/core/doc/design-notes/exports/daffodil.html_files/icons/kmail.png,12,0,0,0,1,1,0,0,137,137,No,0
1,daffodil/sub-projects/core/libsrc/jing-20081028/doc/api/jing/com/thaiopensource/xml/sax/XMLReaderCreator.html,192,444,222,222,1,1,222,222,241,241,No,0
1,daffodil/bin/daffodil/processors/SeparatorAndTerminatorFOund$.class,22,0,0,0,2,2,0,0,600,300,No,0
1,daffodil/sub-projects/daffodil-lib/bin/daffodil/exceptions/SDE.class,10,0,0,0,2,1,0,0,58,33,No,0
1,daffodil/sub-projects/core/srcTest/daffodil/IBMTests.scala,92,402,200,95,3,3,199,95,105,53,No,0
1,daffodil/src/daffodil/schema/annotation/AnnotationPart.scala,52,34,16,16,1,1,15,15,136,136,No,0
1,daffodil/sub-projects/core/libsrc/jing-20081028/lib/xhtml/modules/ruby.rng,88,204,102,102,1,1,102,102,241,241,No,0
1,daffodil/lib/saxon-b9-1-0-8/saxon9-xpath.jar,424,0,0,0,1,1,0,0,136,136,No,0
1,daffodil/bin/daffodil/processors/input/text/BooleanTextProcessor$$anonfun$makeIntoBoolean$4.class,12,0,0,0,2,2,0,0,600,300,No,0
1,daffodil/sub-projects/core/doc/design-notes/exports/daffodil.html_files/treestyles.css,176,494,247,247,1,1,247,247,137,137,No,0
1,daffodil/bin/daffodil/arguments/SingleValue.class,43,0,0,0,2,2,0,0,600,300,No,0
1,daffodil/lib/jdom.jar,1264,0,0,0,1,1,0,0,136,136,No,0
1,daffodil/sub-projects/core/src/daffodil/util/GrowableByteBuffer.scala,89,16,8,4,3,3,8,4,352,300,No,0
1,daffodil/sub-projects/core/libsrc/jing-20081028/doc/jing-ant.html,46,124,62,62,1,1,62,62,241,241,No,0
1,daffodil/sub-projects/core/examples/example5-layers/schema.xsd,180,0,0,0,1,1,0,0,300,300,No,0
1,daffodil/sub-projects/core/lib/saxon-b9-1-0-8/saxon9-dom.jar,1260,0,0,0,1,1,0,0,241,241,No,0
1,daffodil/sub-projects/core/lib/xsom-20110101-SNAPSHOT.jar,3369,0,0,0,1,1,0,0,300,300,No,0
1,daffodil/sub-projects/core/test-suite/ibm-contributed/dpanum.dfdl.xsd,66,0,0,0,1,1,0,0,300,300,No,0
1,daffodil/bin/daffodil/parser/regex/Regex$$anonfun$addAlternatives$3$$anonfun$apply$3.class,12,0,0,0,2,2,0,0,600,300,No,0
1,daffodil/sub-projects/core/src/xsd/AC.dfdl.xsd,40,90,0,0,3,2,-45,0,197,80,No,0
1,daffodil/sub-projects/core/src/xsd/AF.dfdl.xsd,49,108,0,0,3,2,-54,0,197,80,No,0
1,daffodil/sub-projects/core/test/AT.xsd,105,480,0,0,2,2,-240,0,156,80,No,0
1,daffodil/bin/daffodil/schema/BasicNode.class,44,0,0,0,1,1,0,0,300,300,No,0
1,daffodil/sub-projects/core/test/AA.xsd,31,148,0,0,2,2,-74,0,156,80,No,0
1,daffodil/test/AS.xsd,49,70,20,19,2,1,5,5,178,136,No,0
1,daffodil/sub-projects/core/test/AC.dfdl.xsd,40,94,46,45,2,2,45,45,190,137,No,0
1,daffodil/sub-projects/core/src/daffodil/exceptions/ElementNotFoundException.scala,45,0,0,0,1,1,0,0,300,300,No,0
1,daffodil/sub-projects/dfdl-property-code-generator/.project,18,36,18,18,1,1,18,18,6,6,No,0
1,daffodil/sub-projects/core/libsrc/Xerces-J-bin.2.11.0.zip,55868,0,0,0,1,1,0,0,300,300,No,0
1,daffodil/src/daffodil/processors/input/DebuggingBasicProcessor.scala,40,16,4,4,1,1,0,0,136,136,No,0
1,daffodil/sub-projects/core/src/daffodil/dsom/Compiler.scala,264,1316,591,221,11,4,524,221,188,53,No,0
1,daffodil/sub-projects/core/libsrc/jing-20081028/doc/api/jing/com/thaiopensource/util/package-summary.html,205,462,231,231,1,1,231,231,241,241,No,0
1,daffodil/sub-projects/core/src/daffodil/xml/XMLUtil.scala,578,578,217,64,7,3,145,36,444,300,No,0
1,daffodil/bin/daffodil/parser/AnnotationParser$$anonfun$parseCalendar$1.class,43,0,0,0,2,2,0,0,600,300,No,0
1,daffodil/sub-projects/core/libsrc/jing-20081028/lib/xhtml/modules/iframe.rng,63,134,67,67,1,1,67,67,241,241,No,0
1,daffodil/bin/daffodil/processors/ProcessorFactory$$anonfun$16.class,10,0,0,0,2,2,0,0,600,300,No,0
1,daffodil/sub-projects/daffodil-lib/bin/daffodil/util/Misc$.class,31,0,0,0,2,1,0,0,58,33,No,0
1,daffodil/sub-projects/core/src/daffodil/schema/annotation/enumerations/CheckPolicy.scala,38,0,0,0,1,1,0,0,300,300,No,0
1,daffodil/bin/daffodil/processors/xpath/NodeResult.class,45,0,0,0,1,1,0,0,300,300,No,0
1,daffodil/sub-projects/core/libsrc/jing-20081028/doc/api/jing/com/thaiopensource/xml/sax/package-tree.html,145,330,165,165,1,1,165,165,241,241,No,0
1,daffodil/.idea/dictionaries/alejandr.xml,7,14,7,7,1,1,7,7,300,300,No,0
1,daffodil/bin/daffodil/parser/SchemaParser$$anonfun$getPredefinedVariables$1.class,16,0,0,0,2,2,0,0,600,300,No,0
1,daffodil/sub-projects/core/libsrc/jing-20081028/doc/api/datatype/org/relaxng/datatype/DatatypeLibrary.html,215,500,250,250,1,1,250,250,241,241,No,0
1,daffodil/src/daffodil/schema/annotation/AnnotationDefaults.scala,78,18,5,3,2,2,1,1,148,136,No,0
1,daffodil/sub-projects/core/test-suite/ibm-contributed/dpaspc7131.dfdl.xsd,59,0,0,0,1,1,0,0,300,300,No,0
1,daffodil/test/BF001.xml,11,8,2,2,1,1,0,0,136,136,No,0
1,daffodil/bin/daffodil/processors/ProcessorFactory$$anonfun$20.class,8,0,0,0,2,2,0,0,600,300,No,0
1,daffodil/.classpath,61,402,131,61,4,3,61,40,457,300,No,0
1,daffodil/sub-projects/core/libsrc/jing-20081028/doc/api/regex/constant-values.html,147,344,172,172,1,1,172,172,241,241,No,0
1,daffodil/sub-projects/core/libsrc/jing-20081028/lib/xhtml/modules/table.rng,235,514,257,257,1,1,257,257,241,241,No,0
1,daffodil/bin/daffodil/processors/input/binary/BinaryUtil$$anonfun$bcdToNumber$1.class,19,0,0,0,2,2,0,0,600,300,No,0
1,daffodil/sub-projects/core/src/daffodil/schema/annotation/TestAnnotation.scala,41,0,0,0,1,1,0,0,300,300,No,0
1,daffodil/test/BF.xsd,22,4,1,1,1,1,0,0,136,136,No,0
1,daffodil/sub-projects/daffodil-lib/bin/daffodil/exceptions/TestExceptions.class,17,0,0,0,2,1,0,0,58,33,No,0
1,daffodil/bin/daffodil/processors/ProcessorFactory$$anonfun$24.class,8,0,0,0,2,2,0,0,600,300,No,0
1,daffodil/src/xsd/AD.dfdl.xml,32,84,41,40,2,1,40,40,75,42,No,0
1,daffodil/sub-projects/core/libsrc/jing-20081028/doc/api/regex/com/thaiopensource/datatype/xsd/regex/java/package-frame.html,27,68,34,34,1,1,34,34,241,241,No,0
1,daffodil/sub-projects/core/libsrc/jing-20081028/doc/api/datatype/org/relaxng/datatype/helpers/package-tree.html,134,308,154,154,1,1,154,154,241,241,No,0
1,daffodil/sub-projects/core/libsrc/jing-20081028/doc/api/jing/com/thaiopensource/validate/xerces/XsdSchemaReaderFactory.html,251,572,286,286,1,1,286,286,241,241,No,0
1,daffodil/sub-projects/core/libsrc/saxonb9-1-0-8source.zip,24519,0,0,0,1,1,0,0,300,300,No,0
1,daffodil/bin/daffodil/processors/input/text/CalendarTextProcessor.class,140,0,0,0,2,2,0,0,600,300,No,0
1,daffodil/sub-projects/core/src/daffodil/exceptions/ExpressionDefinitionException.scala,46,0,0,0,1,1,0,0,300,300,No,0
1,daffodil/test/AB.xsd,27,174,47,32,4,1,7,32,155,136,No,0
1,daffodil/sub-projects/core/libsrc/jing-20081028/doc/api/regex/stylesheet.css,21,58,29,29,1,1,29,29,241,241,No,0
1,daffodil/sub-projects/core/src/daffodil/processors/input/binary/BinaryUtil.scala,69,0,0,0,1,1,0,0,300,300,No,0
1,daffodil/sub-projects/core/libsrc/jing-20081028/doc/api/regex/com/thaiopensource/datatype/xsd/regex/RegexSyntaxException.html,289,660,330,330,1,1,330,330,241,241,No,0
1,daffodil/test-suite/ibm-contributed/dpaspc83_02.dfdl.xsd,59,134,67,67,1,1,67,67,44,44,No,0
1,daffodil/sub-projects/core/copyright.txt,25,0,0,0,1,1,0,0,300,300,No,0
1,daffodil/bin/daffodil/processors/ProcessorFactory$$anonfun$11.class,10,0,0,0,2,2,0,0,600,300,No,0
1,daffodil/bin/daffodil/exceptions/ExpressionDefinitionException.class,25,0,0,0,2,2,0,0,600,300,No,0
1,daffodil/bin/daffodil/processors/input/binary/BooleanBinaryProcessor.class,77,0,0,0,2,2,0,0,600,300,No,0
1,daffodil/sub-projects/core/src/xsd/AJ.dfdl.xsd,46,102,0,0,3,2,-51,0,197,80,No,0
1,daffodil/bin/daffodil/processors/ProcessorFactory$$anonfun$getTextRepresentation$8.class,8,0,0,0,2,2,0,0,600,300,No,0
1,daffodil/sub-projects/core/doc/design-notes/exports/daffodil.html_files/icons/female2.png,12,0,0,0,1,1,0,0,137,137,No,0
1,daffodil/MCL/GKS 3 3d Trans n Perspective,137,0,0,0,1,1,0,0,300,300,No,0
1,daffodil/sub-projects/core/doc/design-notes/exports/daffodil.html_files/icons/forward.png,8,0,0,0,1,1,0,0,137,137,No,0
1,daffodil/test-suite/ibm-contributed/dpaext2.tdml,479,1052,526,526,1,1,526,526,44,44,No,0
1,daffodil/sub-projects/core/test/AK.dfdl.xsd,84,180,89,83,2,2,88,83,190,137,No,0
1,daffodil/sub-projects/core/src/daffodil/debugger/package.html,9,0,0,0,1,1,0,0,300,300,No,0
1,daffodil/sub-projects/core/lib/saxon-b9-1-0-8/saxon9.jar,49698,0,0,0,1,1,0,0,300,300,No,0
1,daffodil/test-suite/ibm-contributed/dpanum_properties.dfdl.xsd,103,246,123,123,1,1,123,123,44,44,No,0
1,daffodil/test-suite/ibm-contributed/dpaspc121_01.dfdl.xsd,66,146,73,73,1,1,73,73,44,44,No,0
1,daffodil/bin/daffodil/processors/input/text/TextProcessor$$anonfun$14.class,12,0,0,0,2,2,0,0,600,300,No,0
1,daffodil/test/AX.xsd,31,8,2,2,1,1,0,0,136,136,No,0
1,daffodil/sub-projects/core/src/xsd/AY.dfdl.xml,38,0,0,0,1,1,0,0,300,300,No,0
1,daffodil/BUILDING.txt,66,196,98,98,1,1,98,98,4,4,No,0
1,daffodil/sub-projects/core/examples/example1-simple binary/inpu1.bin,2,0,0,0,1,1,0,0,300,300,No,0
1,daffodil/doc/DFDL-Schema-Object-Model/exports/TypeRelatedClasses.png,72,0,0,0,1,1,0,0,6,6,No,0
1,daffodil/libsrc/Xerces-J-bin.2.11.0.zip,55868,0,0,0,1,1,0,0,136,136,No,0
1,daffodil/test-suite/ibm-contributed/dpaextflsmby101.dfdl.xsd,24,58,29,29,1,1,29,29,44,44,No,0
1,daffodil/src/daffodil/Diffable.scala,92,224,112,112,1,1,112,112,136,136,No,0
1,daffodil/bin/daffodil/parser/AnnotationParser$$anonfun$daffodil$parser$AnnotationParser$$parseFormat$1.class,229,0,0,0,2,2,0,0,600,300,No,0
1,daffodil/libsrc/icu4j-4_8_1_1-src.jar,14617,0,0,0,1,1,0,0,136,136,No,0
1,daffodil/src/daffodil/processors/input/NullProcessor.scala,58,16,4,4,1,1,0,0,136,136,No,0
1,daffodil/sub-projects/core/examples/example1-simple binary/shortSchema.dfdl.xsd,20,4,1,1,3,2,0,0,293,137,No,0
1,daffodil/doc/DFDL-Schema-Object-Model/exports/Overview.png,133,0,0,0,1,1,0,0,6,6,No,0
1,daffodil/sub-projects/core/libsrc/jing-20081028/doc/api/regex/help-doc.html,192,434,217,217,1,1,217,217,241,241,No,0
1,daffodil/sub-projects/core/MCL/GKS examples,323,0,0,0,1,1,0,0,300,300,No,0
1,daffodil/sub-projects/core/test/AU.dfdl.xsd,29,68,34,34,1,1,34,34,137,137,No,0
1,daffodil/test/BG.xsd,43,34,12,10,2,1,7,7,178,136,No,0
1,daffodil/bin/daffodil/processors/input/text/TextProcessor$$anonfun$5.class,14,0,0,0,2,2,0,0,600,300,No,0
1,daffodil/sub-projects/core/test-suite/ibm-contributed/dpabol101.dfdl.xsd,108,0,0,0,1,1,0,0,300,300,No,0
1,daffodil/sub-projects/core/src/xsd/BD.dfdl.xml,19,0,0,0,1,1,0,0,300,300,No,0
1,daffodil/svn-commit.2.tmp,3,8,0,0,1,1,-4,0,2,2,No,0
1,daffodil/sub-projects/core/src/daffodil/schema/annotation/Annotation.scala,130,0,0,0,1,1,0,0,300,300,No,0
1,daffodil/sub-projects/core/src/daffodil/schema/annotation/Hidden.scala,39,0,0,0,1,1,0,0,300,300,No,0
1,daffodil/sub-projects/core/src/daffodil/schema/annotation/enumerations/AlignmentUnit.scala,37,0,0,0,1,1,0,0,300,300,No,0
1,daffodil/sub-projects/core/libsrc/jing-20081028/doc/api/datatype/org/relaxng/datatype/helpers/package-frame.html,29,72,36,36,1,1,36,36,241,241,No,0
1,daffodil/test/AI.xsd,30,8,2,2,1,1,0,0,136,136,No,0
1,daffodil/sub-projects/core/src-unused/daffodil/xml/JDOMFactory.scala,42,0,0,0,1,1,0,0,300,300,No,0
1,daffodil/sub-projects/daffodil-lib/bin/daffodil/exceptions/Assert$$anonfun$invariantFailed$1.class,12,0,0,0,2,1,0,0,58,33,No,0
1,daffodil/.idea/misc.xml,35,72,36,36,1,1,36,36,300,300,No,0
1,daffodil/bin/daffodil/parser/SchemaParser$$anonfun$parseChoice$1.class,49,0,0,0,2,2,0,0,600,300,No,0
1,daffodil/test-suite/ibm-contributed/external_tests_readme.txt,112,296,148,148,1,1,148,148,44,44,No,0
1,daffodil/sub-projects/core/src/xsd/AS.dfdl.xsd,48,116,0,0,3,2,-58,0,197,80,No,0
1,daffodil/sub-projects/core/test/AW.xsd,25,112,0,0,2,2,-56,0,156,80,No,0
1,daffodil/src/daffodil/processors/input/binary/BinaryProcessor.scala,242,54,21,20,2,2,15,15,148,136,No,0
1,daffodil/bin/daffodil/processors/xpath/XPathUtil$$anon$1.class,15,0,0,0,1,1,0,0,300,300,No,0
1,daffodil/sub-projects/core/test-suite/tresys-contributed/AA.tdml,27,62,31,31,1,1,31,31,3,3,No,0
1,daffodil/sub-projects/core/src/daffodil/BuildNumber.scala,35,86,0,0,2,2,-43,0,317,300,No,0
1,daffodil/sub-projects/core/src/xsd/BC.dfdl.xsd,24,54,0,0,3,2,-27,0,197,80,No,0
1,daffodil/src/xsd/BG.dfdl.xml,43,102,49,46,2,1,47,46,75,42,No,0
1,daffodil/sub-projects/core/test/AB.dfdl.xsd,27,154,54,31,2,2,31,31,190,137,No,0
1,daffodil/test-suite/ibm-contributed/dpaflstrm101_03.dfdl.xsd,29,64,32,32,1,1,32,32,44,44,No,0
1,daffodil/src/xsd/AW.dfdl.xml,36,84,41,40,2,1,40,40,75,42,No,0
1,daffodil/sub-projects/core/test-suite/ibm-contributed/dpaspc7132.dfdl.xsd,62,0,0,0,1,1,0,0,300,300,No,0
1,daffodil/sub-projects/daffodil-lib/build.xml,6,16,8,8,1,1,8,8,17,17,No,0
1,daffodil/sub-projects/core/src/xsd/AA.dfdl.xml,30,0,0,0,1,1,0,0,300,300,No,0
1,daffodil/sub-projects/core/doc/design-notes/exports/daffodil.html_files/icons/full-0.png,11,0,0,0,1,1,0,0,137,137,No,0
1,daffodil/sub-projects/core/libsrc/jing-20081028/doc/api/regex/package-list,3,6,3,3,1,1,3,3,241,241,No,0
