@RELATION finalTableSYNCOPE

@ATTRIBUTE releaseindex REAL
@ATTRIBUTE loc REAL
@ATTRIBUTE locthouched REAL
@ATTRIBUTE locadded REAL
@ATTRIBUTE maxlocadded REAL
@ATTRIBUTE averagelocadded REAL
@ATTRIBUTE numrevisions REAL
@ATTRIBUTE numauthors REAL
@ATTRIBUTE churn REAL
@ATTRIBUTE maxchurn REAL
@ATTRIBUTE averagechurn REAL
@ATTRIBUTE chgsetsize REAL
@ATTRIBUTE maxchgsetsize REAL
@ATTRIBUTE averagechgsetsize REAL
@ATTRIBUTE buggy {No,Yes}

@DATA
16,72,26,8,6,4.0,2,1,3,3,1.5,42,38,21.0,No
16,906,50,13,5,2.6,5,2,1,3,0.2,291,218,58.2,No
16,218,332,83,26,16.6,5,1,0,2,0.0,322,218,64.4,Yes
16,26,272,68,34,17.0,4,1,0,34,0.0,104,27,26.0,No
16,25,12,6,3,3.0,2,1,6,3,3.0,28,14,14.0,No
16,131,128,25,17,8.333333333333334,3,2,-14,3,-4.666666666666667,298,218,99.33333333333333,No
16,22,48,24,24,24.0,1,1,24,24,24.0,7,7,7.0,No
16,18,50,25,25,25.0,1,1,25,25,25.0,53,53,53.0,No
16,136,16,5,5,5.0,1,1,2,2,2.0,5,5,5.0,No
16,454,552,261,97,32.625,8,2,246,97,30.75,68,21,8.5,No
16,76,8,2,2,2.0,1,1,0,0,0.0,58,58,58.0,No
16,35,8,2,1,1.0,2,1,0,0,0.0,240,218,120.0,No
16,743,296,72,43,14.4,5,2,-4,17,-0.8,305,218,61.0,No
16,92,238,119,119,119.0,1,1,119,119,119.0,42,42,42.0,No
16,260,32,10,6,3.3333333333333335,3,2,4,2,1.3333333333333333,69,42,23.0,No
16,58,42,21,21,21.0,1,1,21,21,21.0,21,21,21.0,No
16,290,34,4,3,2.0,2,1,-9,1,-4.5,256,218,128.0,No
16,70,24,6,3,2.0,3,1,0,1,0.0,271,218,90.33333333333333,No
16,33,8,3,3,3.0,1,1,2,2,2.0,38,38,38.0,No
16,129,126,41,17,10.25,4,2,19,14,4.75,320,218,80.0,No
16,58,4,1,1,1.0,1,1,0,0,0.0,22,22,22.0,No
16,449,130,26,23,8.666666666666666,3,1,-13,0,-4.333333333333333,298,218,99.33333333333333,No
16,77,8,2,2,2.0,1,1,0,0,0.0,22,22,22.0,No
16,34,12,3,3,3.0,1,1,0,0,0.0,58,58,58.0,No
16,160,150,71,28,17.75,4,1,67,28,16.75,84,39,21.0,No
16,33,94,47,47,47.0,1,1,47,47,47.0,24,24,24.0,No
16,49,8,2,2,2.0,1,1,0,0,0.0,218,218,218.0,No
16,86,14,3,2,1.5,2,1,-1,1,-0.5,224,218,112.0,No
16,62,8,2,1,1.0,2,1,0,0,0.0,72,39,36.0,No
16,116,364,92,92,92.0,1,1,2,2,2.0,39,39,39.0,No
16,94,132,56,54,28.0,2,1,46,46,23.0,271,218,135.5,No
16,54,148,38,38,38.0,1,1,2,2,2.0,39,39,39.0,No
16,22,66,33,33,33.0,1,1,33,33,33.0,22,22,22.0,No
16,271,40,7,5,3.5,2,1,-6,0,-3.0,256,218,128.0,No
16,298,8,2,2,2.0,1,1,0,0,0.0,218,218,218.0,No
16,29,22,2,2,2.0,1,1,-7,0,-7.0,218,218,218.0,No
16,45,4,1,1,1.0,1,1,0,0,0.0,218,218,218.0,No
16,245,242,69,64,23.0,3,2,17,16,5.666666666666667,261,218,87.0,No
16,63,12,3,3,3.0,1,1,0,0,0.0,42,42,42.0,No
16,105,30,6,6,6.0,1,1,-3,0,-3.0,58,58,58.0,No
16,42,100,50,50,50.0,1,1,50,50,50.0,21,21,21.0,No
16,545,522,116,44,14.5,8,2,-29,38,-3.625,121,42,15.125,No
16,78,84,33,29,11.0,3,1,24,24,8.0,283,218,94.33333333333333,No
16,442,62,15,5,3.75,4,1,-1,0,-0.25,251,218,62.75,No
16,76,38,8,7,4.0,2,1,-3,0,-1.5,222,218,111.0,No
16,77,44,22,12,11.0,2,1,22,12,11.0,46,40,23.0,No
16,83,8,2,2,2.0,1,1,0,0,0.0,58,58,58.0,No
16,149,26,7,7,7.0,1,1,1,1,1.0,58,58,58.0,No
16,22,48,0,0,0.0,1,1,-24,0,-24.0,218,218,218.0,No
16,41,6,2,2,2.0,1,1,1,1,1.0,218,218,218.0,No
16,64,24,12,10,6.0,2,1,12,10,6.0,31,22,15.5,No
16,350,200,54,29,9.0,6,1,8,8,1.3333333333333333,380,218,63.333333333333336,No
16,130,30,15,15,15.0,1,1,15,15,15.0,40,40,40.0,No
16,38,152,40,20,20.0,2,1,4,2,2.0,72,39,36.0,No
16,48,40,20,20,20.0,1,1,20,20,20.0,38,38,38.0,No
16,271,740,247,146,30.875,8,2,124,86,15.5,415,218,51.875,No
16,200,276,66,19,9.428571428571429,7,2,-6,3,-0.8571428571428571,381,218,54.42857142857143,No
16,66,150,75,75,75.0,1,1,75,75,75.0,42,42,42.0,No
16,31,4,1,1,1.0,1,1,0,0,0.0,53,53,53.0,No
16,41,106,53,53,53.0,1,1,53,53,53.0,42,42,42.0,No
16,32,26,3,3,3.0,1,1,-7,0,-7.0,218,218,218.0,No
16,37,16,4,3,2.0,2,1,0,1,0.0,256,218,128.0,No
